"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
53,53,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"SQ_INSTS_VMEM_WR",65536.000000,1008390515230152,1008390515289553
53,53,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"SQ_VMEM_TA_CMD_FIFO_FULL",1754963.000000,1008390515230152,1008390515289553
53,53,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCC_WRITE_SECTORS",524288.000000,1008390515230152,1008390515289553
53,53,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCP_TCP_TA_DATA_STALL_CYCLES",64552.000000,1008390515230152,1008390515289553
53,53,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCP_TCP_TA_ADDR_STALL_CYCLES",1016467.000000,1008390515230152,1008390515289553
54,54,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"SQ_INSTS_VMEM_WR",65536.000000,1008390515389073,1008390515439514
54,54,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"SQ_VMEM_TA_CMD_FIFO_FULL",415834.000000,1008390515389073,1008390515439514
54,54,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCC_WRITE_SECTORS",524288.000000,1008390515389073,1008390515439514
54,54,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCP_TCP_TA_DATA_STALL_CYCLES",57496.000000,1008390515389073,1008390515439514
54,54,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCP_TCP_TA_ADDR_STALL_CYCLES",153010.000000,1008390515389073,1008390515439514
55,55,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"SQ_INSTS_VMEM_WR",65536.000000,1008390515533795,1008390515584355
55,55,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"SQ_VMEM_TA_CMD_FIFO_FULL",410659.000000,1008390515533795,1008390515584355
55,55,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCC_WRITE_SECTORS",524288.000000,1008390515533795,1008390515584355
55,55,"Agent 1",1,43759,43759,32768,1,"gemm",512,131072,0,128,0,112,"TCP_TCP_TA_DATA_STALL_CYCLES",57393.000000,1008390515533795,1008390515584355
