"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
26,8128,"ds_read_b64 v[32:33], v49 offset:64",100320,707192,304196,0,""
26,8136,"ds_read_b64 v[34:35], v55 offset:17472",100320,667628,264928,0,""
26,8144,"ds_read_b64 v[36:37], v58 offset:17472",100320,697140,294804,0,""
26,8152,"ds_read_b64 v[38:39], v51 offset:17472",100320,715800,313496,0,""
26,8160,"ds_read_b64 v[40:41], v50 offset:17472",100320,707380,306100,1584,""
26,8168,"s_waitcnt lgkmcnt(11)",100320,401280,401280,0,""
26,8172,"v_mfma_f32_16x16x16_f16 a[60:63], v[42:43], v[82:83], a[60:63]",100320,2697560,2296280,0,""
26,8180,"s_waitcnt lgkmcnt(10)",100320,401280,401280,0,""
26,8184,"v_mfma_f32_16x16x16_f16 a[56:59], v[42:43], v[84:85], a[56:59]",100320,1225208,818796,0,""
26,8192,"v_mfma_f32_16x16x16_f16 a[48:51], v[76:77], v[82:83], a[48:51]",100320,1642332,1235268,1852,""
26,8200,"v_mfma_f32_16x16x16_f16 a[52:55], v[76:77], v[84:85], a[52:55]",100320,1623336,1215576,0,""
26,8208,"v_mfma_f32_16x16x16_f16 a[40:43], v[78:79], v[82:83], a[40:43]",100320,1650336,1239856,0,""
26,8216,"v_mfma_f32_16x16x16_f16 a[44:47], v[78:79], v[84:85], a[44:47]",100320,1637348,1225980,0,""
26,8224,"v_mfma_f32_16x16x16_f16 a[36:39], v[80:81], v[82:83], a[36:39]",100320,1641972,1230520,0,""
26,8232,"v_mfma_f32_16x16x16_f16 a[28:31], v[80:81], v[84:85], a[28:31]",100320,1690596,1289316,0,""
26,8240,"s_waitcnt lgkmcnt(9)",100320,401280,401280,0,""
26,8244,"v_mfma_f32_16x16x16_f16 a[24:27], v[42:43], v[86:87], a[24:27]",100320,1302856,901576,0,""
26,8252,"s_waitcnt lgkmcnt(8)",100320,401280,401280,0,""
26,8256,"v_mfma_f32_16x16x16_f16 a[4:7], v[42:43], v[88:89], a[4:7]",100320,1334948,922688,0,""
26,8264,"v_mfma_f32_16x16x16_f16 a[8:11], v[76:77], v[86:87], a[8:11]",100320,1737924,1326128,0,""
26,8272,"v_mfma_f32_16x16x16_f16 a[12:15], v[76:77], v[88:89], a[12:15]",100320,1763652,1352140,0,""
